,CallCountsPerHour,,,,,,,,,,,,,,,,
3371,52,,,,,,,,,,,,,,,,
3372,60,,,,,,,,,,,,,,,,
3373,56,,,,,,,,,,,,,,,,
3374,63,,,,,,,,,,,,,,,,
3375,51,,,,,,,,,,,,,,,,
3376,55,,,,,,,,,,,,,,,,
3377,64,,,,,,,,,,,,,,,,
3378,64,,,,,,,,,,,,,,,,
3379,65,,,,,,,,,,,,,,,,
3380,47,,,,,,,,,,,,,,,,
3381,67,,,,,,,,,,,,,,,,
3382,60,,,,,,,,,,,,,,,,
3383,61,,,,,,,,,,,,,,,,
3384,54,,,,,,,,,,,,,,,,
3385,71,,,,,,,,,,,,,,,,
3386,59,,,,,,,,,,,,,,,,
3387,56,,,,,,,,,,,,,,,,
3388,68,,,,,,,,,,,,,,,,
3389,49,,,,,,,,,,,,,,,,
3390,36,,,,,,,,,,,,,,,,
3391,65,,,,,,,,,,,,,,,,
3392,69,,,,,,,,,,,,,,,,
3393,41,,,,,,,,,,,,,,,,
3394,58,,,,,,,,,,,,,,,,
3395,59,,,,,,,,,,,,,,,,
3396,67,,,,,,,,,,,,,,,,
3397,56,,,,,,,,,,,,,,,,
3398,60,,,,,,,,,,,,,,,,
3399,48,,,,,,,,,,,,,,,,
3400,68,,,,,,,,,,,,,,,,
3401,61,,,,,,,,,,,,,,,,
3402,61,,,,,,,,,,,,,,,,
3403,71,,,,,,,,,,,,,,,,
3404,44,,,,,,,,,,,,,,,,
3405,67,,,,,,,,,,,,,,,,
3406,62,,,,,,,,,,,,,,,,
3407,52,,,,,,,,,,,,,,,,
3408,52,,,,,,,,,,,,,,,,
3409,55,,,,,,,,,,,,,,,,
3410,58,,,,,,,,,,,,,,,,
3411,78,,,,,,,,,,,,,,,,
3412,77,,,,,,,,,,,,,,,,
3413,52,,,,,,,,,,,,,,,,
3414,58,,,,,,,,,,,,,,,,
3415,62,,,,,,,,,,,,,,,,
3416,54,,,,,,,,,,,,,,,,
3417,61,,,,,,,,,,,,,,,,
3418,53,,,,,,,,,,,,,,,,
3419,63,,,,,,,,,,,,,,,,
3420,53,,,,,,,,,,,,,,,,
3421,67,,,,,,,,,,,,,,,,
3422,54,,,,,,,,,,,,,,,,
3423,56,,,,,,,,,,,,,,,,
3424,53,,,,,,,,,,,,,,,,
3425,49,,,,,,,,,,,,,,,,
3426,65,,,,,,,,,,,,,,,,
3427,54,,,,,,,,,,,,,,,,
3428,62,,,,,,,,,,,,,,,,
3429,71,,,,,,,,,,,,,,,,
3430,52,,,,,,,,,,,,,,,,
3431,47,,,,,,,,,,,,,,,,
3432,72,,,,,,,,,,,,,,,,
3433,47,,,,,,,,,,,,,,,,
3434,63,,,,,,,,,,,,,,,,
3435,55,,,,,,,,,,,,,,,,
3436,60,,,,,,,,,,,,,,,,
3437,59,,,,,,,,,,,,,,,,
3438,64,,,,,,,,,,,,,,,,
3439,47,,,,,,,,,,,,,,,,
3440,54,,,,,,,,,,,,,,,,
3441,62,,,,,,,,,,,,,,,,
3442,67,,,,,,,,,,,,,,,,
3443,72,,,,,,,,,,,,,,,,
3444,56,,,,,,,,,,,,,,,,
3445,54,,,,,,,,,,,,,,,,
3446,52,,,,,,,,,,,,,,,,
3447,67,,,,,,,,,,,,,,,,
3448,59,,,,,,,,,,,,,,,,
3449,52,,,,,,,,,,,,,,,,
3450,53,,,,,,,,,,,,,,,,
3451,50,,,,,,,,,,,,,,,,
3452,47,,,,,,,,,,,,,,,,
3453,61,,,,,,,,,,,,,,,,
3454,51,,,,,,,,,,,,,,,,
3455,60,,,,,,,,,,,,,,,,
3456,67,,,,,,,,,,,,,,,,
3457,56,,,,,,,,,,,,,,,,
3458,69,,,,,,,,,,,,,,,,
3459,58,,,,,,,,,,,,,,,,
3460,70,,,,,,,,,,,,,,,,
3461,70,,,,,,,,,,,,,,,,
3462,62,,,,,,,,,,,,,,,,
3463,52,,,,,,,,,,,,,,,,
3464,55,,,,,,,,,,,,,,,,
3465,70,,,,,,,,,,,,,,,,
3466,67,,,,,,,,,,,,,,,,
3467,57,,,,,,,,,,,,,,,,
3468,71,,,,,,,,,,,,,,,,
3469,49,,,,,,,,,,,,,,,,
3470,53,,,,,,,,,,,,,,,,
3471,67,,,,,,,,,,,,,,,,
3472,64,,,,,,,,,,,,,,,,
3473,56,,,,,,,,,,,,,,,,
3474,55,,,,,,,,,,,,,,,,
3475,64,,,,,,,,,,,,,,,,
3476,51,,,,,,,,,,,,,,,,
3477,37,,,,,,,,,,,,,,,,
3478,57,,,,,,,,,,,,,,,,
3479,65,,,,,,,,,,,,,,,,
3480,48,,,,,,,,,,,,,,,,
3481,70,,,,,,,,,,,,,,,,
3482,55,,,,,,,,,,,,,,,,
3483,49,,,,,,,,,,,,,,,,
3484,49,,,,,,,,,,,,,,,,
3485,65,,,,,,,,,,,,,,,,
3486,68,,,,,,,,,,,,,,,,
3487,75,,,,,,,,,,,,,,,,
3488,55,,,,,,,,,,,,,,,,
3489,41,,,,,,,,,,,,,,,,
3490,50,,,,,,,,,,,,,,,,
3491,75,,,,,,,,,,,,,,,,
3492,67,,,,,,,,,,,,,,,,
3493,70,,,,,,,,,,,,,,,,
3494,62,,,,,,,,,,,,,,,,
3495,51,,,,,,,,,,,,,,,,
3496,57,,,,,,,,,,,,,,,,
3497,63,,,,,,,,,,,,,,,,
3498,68,,,,,,,,,,,,,,,,
3499,63,,,,,,,,,,,,,,,,
3500,65,,,,,,,,,,,,,,,,
3501,62,,,,,,,,,,,,,,,,
3502,58,,,,,,,,,,,,,,,,
3503,61,,,,,,,,,,,,,,,,
3504,51,,,,,,,,,,,,,,,,
3505,58,,,,,,,,,,,,,,,,
3506,54,,,,,,,,,,,,,,,,
3507,75,,,,,,,,,,,,,,,,
3508,60,,,,,,,,,,,,,,,,
3509,64,,,,,,,,,,,,,,,,
3510,69,,,,,,,,,,,,,,,,
3511,70,,,,,,,,,,,,,,,,
3512,67,,,,,,,,,,,,,,,,
3513,73,,,,,,,,,,,,,,,,
3514,63,,,,,,,,,,,,,,,,
3515,58,,,,,,,,,,,,,,,,
3516,67,,,,,,,,,,,,,,,,
3517,68,,,,,,,,,,,,,,,,
3518,53,,,,,,,,,,,,,,,,
3519,66,,,,,,,,,,,,,,,,
3520,63,,,,,,,,,,,,,,,,
3521,61,,,,,,,,,,,,,,,,
3522,43,,,,,,,,,,,,,,,,
3523,53,,,,,,,,,,,,,,,,
3524,62,,,,,,,,,,,,,,,,
3525,61,,,,,,,,,,,,,,,,
3526,65,,,,,,,,,,,,,,,,
3527,69,,,,,,,,,,,,,,,,
3528,49,,,,,,,,,,,,,,,,
3529,56,,,,,,,,,,,,,,,,
3530,62,,,,,,,,,,,,,,,,
3531,64,,,,,,,,,,,,,,,,
3532,60,,,,,,,,,,,,,,,,
3533,73,,,,,,,,,,,,,,,,
3534,62,,,,,,,,,,,,,,,,
3535,62,,,,,,,,,,,,,,,,
3536,66,,,,,,,,,,,,,,,,
3537,51,,,,,,,,,,,,,,,,
3538,63,,,,,,,,,,,,,,,,
3539,62,,,,,,,,,,,,,,,,
3540,59,,,,,,,,,,,,,,,,
3541,70,,,,,,,,,,,,,,,,
3542,56,,,,,,,,,,,,,,,,
3543,64,,,,,,,,,,,,,,,,
3544,67,,,,,,,,,,,,,,,,
3545,65,,,,,,,,,,,,,,,,
3546,57,,,,,,,,,,,,,,,,
3547,69,,,,,,,,,,,,,,,,
3548,47,,,,,,,,,,,,,,,,
3549,59,,,,,,,,,,,,,,,,
3550,61,,,,,,,,,,,,,,,,
3551,66,,,,,,,,,,,,,,,,
3552,65,,,,,,,,,,,,,,,,
3553,60,,,,,,,,,,,,,,,,
3554,60,,,,,,,,,,,,,,,,
3555,58,,,,,,,,,,,,,,,,
3556,71,,,,,,,,,,,,,,,,
3557,72,,,,,,,,,,,,,,,,
3558,65,,,,,,,,,,,,,,,,
3559,67,,,,,,,,,,,,,,,,
3560,55,,,,,,,,,,,,,,,,
3561,66,,,,,,,,,,,,,,,,
3562,52,,,,,,,,,,,,,,,,
3563,60,,,,,,,,,,,,,,,,
3564,52,,,,,,,,,,,,,,,,
3565,68,,,,,,,,,,,,,,,,
3566,59,,,,,,,,,,,,,,,,
3567,57,,,,,,,,,,,,,,,,
3568,66,,,,,,,,,,,,,,,,
3569,63,,,,,,,,,,,,,,,,
3570,69,,,,,,,,,,,,,,,,
3571,80,,,,,,,,,,,,,,,,
3572,47,,,,,,,,,,,,,,,,
3573,54,,,,,,,,,,,,,,,,
3574,57,,,,,,,,,,,,,,,,
3575,70,,,,,,,,,,,,,,,,
3576,53,,,,,,,,,,,,,,,,
3577,71,,,,,,,,,,,,,,,,
3578,51,,,,,,,,,,,,,,,,
3579,68,,,,,,,,,,,,,,,,
3580,49,,,,,,,,,,,,,,,,
3581,60,,,,,,,,,,,,,,,,
3582,49,,,,,,,,,,,,,,,,
3583,66,,,,,,,,,,,,,,,,
3584,50,,,,,,,,,,,,,,,,
3585,44,,,,,,,,,,,,,,,,
3586,53,,,,,,,,,,,,,,,,
3587,62,,,,,,,,,,,,,,,,
3588,65,,,,,,,,,,,,,,,,
3589,58,,,,,,,,,,,,,,,,
3590,62,,,,,,,,,,,,,,,,
3591,63,,,,,,,,,,,,,,,,
3592,52,,,,,,,,,,,,,,,,
3593,68,,,,,,,,,,,,,,,,
3594,56,,,,,,,,,,,,,,,,
3595,53,,,,,,,,,,,,,,,,
3596,57,,,,,,,,,,,,,,,,
3597,63,,,,,,,,,,,,,,,,
3598,52,,,,,,,,,,,,,,,,
3599,56,,,,,,,,,,,,,,,,
3600,62,,,,,,,,,,,,,,,,
3601,57,,,,,,,,,,,,,,,,
3602,65,,,,,,,,,,,,,,,,
3603,60,,,,,,,,,,,,,,,,
3604,57,,,,,,,,,,,,,,,,
3605,60,,,,,,,,,,,,,,,,
3606,70,,,,,,,,,,,,,,,,
3607,54,,,,,,,,,,,,,,,,
3608,62,,,,,,,,,,,,,,,,
3609,55,,,,,,,,,,,,,,,,
3610,44,,,,,,,,,,,,,,,,
3611,55,,,,,,,,,,,,,,,,
3612,55,,,,,,,,,,,,,,,,
3613,64,,,,,,,,,,,,,,,,
3614,45,,,,,,,,,,,,,,,,
3615,74,,,,,,,,,,,,,,,,
3616,50,,,,,,,,,,,,,,,,
3617,52,,,,,,,,,,,,,,,,
3618,60,,,,,,,,,,,,,,,,
3619,56,,,,,,,,,,,,,,,,
3620,51,,,,,,,,,,,,,,,,
3621,60,,,,,,,,,,,,,,,,
3622,75,,,,,,,,,,,,,,,,
3623,72,,,,,,,,,,,,,,,,
3624,55,,,,,,,,,,,,,,,,
3625,52,,,,,,,,,,,,,,,,
3626,61,,,,,,,,,,,,,,,,
3627,52,,,,,,,,,,,,,,,,
3628,59,,,,,,,,,,,,,,,,
3629,55,,,,,,,,,,,,,,,,
3630,61,,,,,,,,,,,,,,,,
3631,65,,,,,,,,,,,,,,,,
3632,61,,,,,,,,,,,,,,,,
3633,39,,,,,,,,,,,,,,,,
3634,53,,,,,,,,,,,,,,,,
3635,54,,,,,,,,,,,,,,,,
3636,55,,,,,,,,,,,,,,,,
3637,69,,,,,,,,,,,,,,,,
3638,55,,,,,,,,,,,,,,,,
3639,50,,,,,,,,,,,,,,,,
3640,52,,,,,,,,,,,,,,,,
3641,50,,,,,,,,,,,,,,,,
3642,65,,,,,,,,,,,,,,,,
3643,76,,,,,,,,,,,,,,,,
3644,70,,,,,,,,,,,,,,,,
3645,66,,,,,,,,,,,,,,,,
3646,60,,,,,,,,,,,,,,,,
3647,65,,,,,,,,,,,,,,,,
3648,67,,,,,,,,,,,,,,,,
3649,61,,,,,,,,,,,,,,,,
3650,57,,,,,,,,,,,,,,,,
3651,46,,,,,,,,,,,,,,,,
3652,53,,,,,,,,,,,,,,,,
3653,66,,,,,,,,,,,,,,,,
3654,55,,,,,,,,,,,,,,,,
3655,50,,,,,,,,,,,,,,,,
3656,47,,,,,,,,,,,,,,,,
3657,63,,,,,,,,,,,,,,,,
3658,61,,,,,,,,,,,,,,,,
3659,44,,,,,,,,,,,,,,,,
3660,61,,,,,,,,,,,,,,,,
3661,54,,,,,,,,,,,,,,,,
3662,61,,,,,,,,,,,,,,,,
3663,56,,,,,,,,,,,,,,,,
3664,77,,,,,,,,,,,,,,,,
3665,53,,,,,,,,,,,,,,,,
3666,59,,,,,,,,,,,,,,,,
3667,54,,,,,,,,,,,,,,,,
3668,68,,,,,,,,,,,,,,,,
3669,63,,,,,,,,,,,,,,,,
3670,59,,,,,,,,,,,,,,,,
3671,52,,,,,,,,,,,,,,,,
3672,56,,,,,,,,,,,,,,,,
3673,60,,,,,,,,,,,,,,,,
3674,61,,,,,,,,,,,,,,,,
3675,56,,,,,,,,,,,,,,,,
3676,62,,,,,,,,,,,,,,,,
3677,61,,,,,,,,,,,,,,,,
3678,67,,,,,,,,,,,,,,,,
3679,67,,,,,,,,,,,,,,,,
3680,60,,,,,,,,,,,,,,,,
3681,62,,,,,,,,,,,,,,,,
3682,71,,,,,,,,,,,,,,,,
3683,44,,,,,,,,,,,,,,,,
3684,60,,,,,,,,,,,,,,,,
3685,50,,,,,,,,,,,,,,,,
3686,56,,,,,,,,,,,,,,,,
3687,50,,,,,,,,,,,,,,,,
3688,56,,,,,,,,,,,,,,,,
3689,58,,,,,,,,,,,,,,,,
3690,69,,,,,,,,,,,,,,,,
3691,53,,,,,,,,,,,,,,,,
3692,63,,,,,,,,,,,,,,,,
3693,67,,,,,,,,,,,,,,,,
3694,61,,,,,,,,,,,,,,,,
3695,65,,,,,,,,,,,,,,,,
3696,64,,,,,,,,,,,,,,,,
3697,58,,,,,,,,,,,,,,,,
3698,54,,,,,,,,,,,,,,,,
3699,62,,,,,,,,,,,,,,,,
3700,59,,,,,,,,,,,,,,,,
3701,57,,,,,,,,,,,,,,,,
3702,54,,,,,,,,,,,,,,,,
3703,56,,,,,,,,,,,,,,,,
3704,63,,,,,,,,,,,,,,,,
3705,52,,,,,,,,,,,,,,,,
3706,52,,,,,,,,,,,,,,,,
3707,69,,,,,,,,,,,,,,,,
3708,64,,,,,,,,,,,,,,,,
3709,56,,,,,,,,,,,,,,,,
3710,54,,,,,,,,,,,,,,,,
3711,47,,,,,,,,,,,,,,,,
3712,69,,,,,,,,,,,,,,,,
3713,69,,,,,,,,,,,,,,,,
3714,58,,,,,,,,,,,,,,,,
3715,47,,,,,,,,,,,,,,,,
3716,50,,,,,,,,,,,,,,,,
3717,50,,,,,,,,,,,,,,,,
3718,65,,,,,,,,,,,,,,,,
3719,75,,,,,,,,,,,,,,,,
3720,75,,,,,,,,,,,,,,,,
3721,62,,,,,,,,,,,,,,,,
3722,54,,,,,,,,,,,,,,,,
3723,56,,,,,,,,,,,,,,,,
3724,51,,,,,,,,,,,,,,,,
3725,66,,,,,,,,,,,,,,,,
3726,77,,,,,,,,,,,,,,,,
3727,51,,,,,,,,,,,,,,,,
3728,56,,,,,,,,,,,,,,,,
3729,53,,,,,,,,,,,,,,,,
3730,53,,,,,,,,,,,,,,,,
3731,70,,,,,,,,,,,,,,,,
3732,53,,,,,,,,,,,,,,,,
3733,45,,,,,,,,,,,,,,,,
3734,61,,,,,,,,,,,,,,,,
3735,55,,,,,,,,,,,,,,,,
3736,46,,,,,,,,,,,,,,,,
3737,64,,,,,,,,,,,,,,,,
3738,58,,,,,,,,,,,,,,,,
3739,64,,,,,,,,,,,,,,,,
3740,73,,,,,,,,,,,,,,,,
3741,70,,,,,,,,,,,,,,,,
3742,57,,,,,,,,,,,,,,,,
3743,67,,,,,,,,,,,,,,,,
3744,66,,,,,,,,,,,,,,,,
3745,50,,,,,,,,,,,,,,,,
3746,65,,,,,,,,,,,,,,,,
3747,62,,,,,,,,,,,,,,,,
3748,72,,,,,,,,,,,,,,,,
3749,62,,,,,,,,,,,,,,,,
3750,50,,,,,,,,,,,,,,,,
3751,53,,,,,,,,,,,,,,,,
3752,63,,,,,,,,,,,,,,,,
3753,61,,,,,,,,,,,,,,,,
3754,71,,,,,,,,,,,,,,,,
3755,63,,,,,,,,,,,,,,,,
3756,65,,,,,,,,,,,,,,,,
3757,80,,,,,,,,,,,,,,,,
3758,71,,,,,,,,,,,,,,,,
3759,64,,,,,,,,,,,,,,,,
3760,61,,,,,,,,,,,,,,,,
3761,66,,,,,,,,,,,,,,,,
3762,55,,,,,,,,,,,,,,,,
3763,59,,,,,,,,,,,,,,,,
3764,59,,,,,,,,,,,,,,,,
3765,63,,,,,,,,,,,,,,,,
3766,54,,,,,,,,,,,,,,,,
3767,50,,,,,,,,,,,,,,,,
3768,53,,,,,,,,,,,,,,,,
3769,57,,,,,,,,,,,,,,,,
3770,61,,,,,,,,,,,,,,,,
3771,57,,,,,,,,,,,,,,,,
3772,66,,,,,,,,,,,,,,,,
3773,59,,,,,,,,,,,,,,,,
3774,66,,,,,,,,,,,,,,,,
3775,66,,,,,,,,,,,,,,,,
3776,59,,,,,,,,,,,,,,,,
3777,62,,,,,,,,,,,,,,,,
3778,58,,,,,,,,,,,,,,,,
3779,42,,,,,,,,,,,,,,,,
3780,73,,,,,,,,,,,,,,,,
3781,63,,,,,,,,,,,,,,,,
3782,56,,,,,,,,,,,,,,,,
3783,73,,,,,,,,,,,,,,,,
3784,66,,,,,,,,,,,,,,,,
3785,59,,,,,,,,,,,,,,,,
3786,68,,,,,,,,,,,,,,,,
3787,57,,,,,,,,,,,,,,,,
3788,55,,,,,,,,,,,,,,,,
3789,61,,,,,,,,,,,,,,,,
3790,73,,,,,,,,,,,,,,,,
3791,61,,,,,,,,,,,,,,,,
3792,45,,,,,,,,,,,,,,,,
3793,64,,,,,,,,,,,,,,,,
3794,56,,,,,,,,,,,,,,,,
3795,55,,,,,,,,,,,,,,,,
3796,61,,,,,,,,,,,,,,,,
3797,46,,,,,,,,,,,,,,,,
3798,50,,,,,,,,,,,,,,,,
3799,68,,,,,,,,,,,,,,,,
3800,53,,,,,,,,,,,,,,,,
3801,66,,,,,,,,,,,,,,,,
3802,50,,,,,,,,,,,,,,,,
3803,47,,,,,,,,,,,,,,,,
3804,53,,,,,,,,,,,,,,,,
3805,55,,,,,,,,,,,,,,,,
3806,67,,,,,,,,,,,,,,,,
3807,50,,,,,,,,,,,,,,,,
3808,49,,,,,,,,,,,,,,,,
3809,59,,,,,,,,,,,,,,,,
3810,66,,,,,,,,,,,,,,,,
3811,65,,,,,,,,,,,,,,,,
3812,61,,,,,,,,,,,,,,,,
3813,61,,,,,,,,,,,,,,,,
3814,64,,,,,,,,,,,,,,,,
3815,58,,,,,,,,,,,,,,,,
3816,48,,,,,,,,,,,,,,,,
3817,61,,,,,,,,,,,,,,,,
3818,67,,,,,,,,,,,,,,,,
3819,55,,,,,,,,,,,,,,,,
3820,64,,,,,,,,,,,,,,,,
3821,76,,,,,,,,,,,,,,,,
3822,65,,,,,,,,,,,,,,,,
3823,52,,,,,,,,,,,,,,,,
3824,55,,,,,,,,,,,,,,,,
3825,49,,,,,,,,,,,,,,,,
3826,52,,,,,,,,,,,,,,,,
3827,57,,,,,,,,,,,,,,,,
3828,56,,,,,,,,,,,,,,,,
3829,59,,,,,,,,,,,,,,,,
3830,59,,,,,,,,,,,,,,,,
3831,58,,,,,,,,,,,,,,,,
3832,53,,,,,,,,,,,,,,,,
3833,53,,,,,,,,,,,,,,,,
3834,59,,,,,,,,,,,,,,,,
3835,76,,,,,,,,,,,,,,,,
3836,58,,,,,,,,,,,,,,,,
3837,44,,,,,,,,,,,,,,,,
3838,64,,,,,,,,,,,,,,,,
3839,50,,,,,,,,,,,,,,,,
3840,61,,,,,,,,,,,,,,,,
3841,61,,,,,,,,,,,,,,,,
3842,55,,,,,,,,,,,,,,,,
3843,48,,,,,,,,,,,,,,,,
3844,68,,,,,,,,,,,,,,,,
3845,66,,,,,,,,,,,,,,,,
3846,44,,,,,,,,,,,,,,,,
3847,66,,,,,,,,,,,,,,,,
3848,59,,,,,,,,,,,,,,,,
3849,57,,,,,,,,,,,,,,,,
3850,53,,,,,,,,,,,,,,,,
3851,54,,,,,,,,,,,,,,,,
3852,45,,,,,,,,,,,,,,,,
3853,66,,,,,,,,,,,,,,,,
3854,53,,,,,,,,,,,,,,,,
3855,55,,,,,,,,,,,,,,,,
3856,55,,,,,,,,,,,,,,,,
3857,60,,,,,,,,,,,,,,,,
3858,65,,,,,,,,,,,,,,,,
3859,65,,,,,,,,,,,,,,,,
3860,61,,,,,,,,,,,,,,,,
3861,56,,,,,,,,,,,,,,,,
3862,51,,,,,,,,,,,,,,,,
3863,58,,,,,,,,,,,,,,,,
3864,65,,,,,,,,,,,,,,,,
3865,58,,,,,,,,,,,,,,,,
3866,53,,,,,,,,,,,,,,,,
3867,72,,,,,,,,,,,,,,,,
3868,54,,,,,,,,,,,,,,,,
3869,56,,,,,,,,,,,,,,,,
3870,57,,,,,,,,,,,,,,,,
3871,68,,,,,,,,,,,,,,,,
3872,49,,,,,,,,,,,,,,,,
3873,50,,,,,,,,,,,,,,,,
3874,43,,,,,,,,,,,,,,,,
3875,58,,,,,,,,,,,,,,,,
3876,70,,,,,,,,,,,,,,,,
3877,56,,,,,,,,,,,,,,,,
3878,63,,,,,,,,,,,,,,,,
3879,50,,,,,,,,,,,,,,,,
3880,69,,,,,,,,,,,,,,,,
3881,55,,,,,,,,,,,,,,,,
3882,57,,,,,,,,,,,,,,,,
3883,54,,,,,,,,,,,,,,,,
3884,72,,,,,,,,,,,,,,,,
3885,57,,,,,,,,,,,,,,,,
3886,55,,,,,,,,,,,,,,,,
3887,65,,,,,,,,,,,,,,,,
3888,62,,,,,,,,,,,,,,,,
3889,67,,,,,,,,,,,,,,,,
3890,53,,,,,,,,,,,,,,,,
3891,65,,,,,,,,,,,,,,,,
3892,57,,,,,,,,,,,,,,,,
3893,66,,,,,,,,,,,,,,,,
3894,54,,,,,,,,,,,,,,,,
3895,53,,,,,,,,,,,,,,,,
3896,64,,,,,,,,,,,,,,,,
3897,50,,,,,,,,,,,,,,,,
3898,67,,,,,,,,,,,,,,,,
3899,76,,,,,,,,,,,,,,,,
3900,47,,,,,,,,,,,,,,,,
3901,49,,,,,,,,,,,,,,,,
3902,67,,,,,,,,,,,,,,,,
3903,54,,,,,,,,,,,,,,,,
3904,70,,,,,,,,,,,,,,,,
3905,63,,,,,,,,,,,,,,,,
3906,62,,,,,,,,,,,,,,,,
3907,66,,,,,,,,,,,,,,,,
3908,74,,,,,,,,,,,,,,,,
3909,57,,,,,,,,,,,,,,,,
3910,67,,,,,,,,,,,,,,,,
3911,54,,,,,,,,,,,,,,,,
3912,69,,,,,,,,,,,,,,,,
3913,65,,,,,,,,,,,,,,,,
3914,51,,,,,,,,,,,,,,,,
3915,54,,,,,,,,,,,,,,,,
3916,63,,,,,,,,,,,,,,,,
3917,51,,,,,,,,,,,,,,,,
3918,52,,,,,,,,,,,,,,,,
3919,55,,,,,,,,,,,,,,,,
3920,64,,,,,,,,,,,,,,,,
3921,56,,,,,,,,,,,,,,,,
3922,57,,,,,,,,,,,,,,,,
3923,58,,,,,,,,,,,,,,,,
3924,55,,,,,,,,,,,,,,,,
3925,65,,,,,,,,,,,,,,,,
3926,78,,,,,,,,,,,,,,,,
3927,48,,,,,,,,,,,,,,,,
3928,44,,,,,,,,,,,,,,,,
3929,69,,,,,,,,,,,,,,,,
3930,63,,,,,,,,,,,,,,,,
3931,64,,,,,,,,,,,,,,,,
3932,52,,,,,,,,,,,,,,,,
3933,83,,,,,,,,,,,,,,,,
3934,55,,,,,,,,,,,,,,,,
3935,47,,,,,,,,,,,,,,,,
3936,52,,,,,,,,,,,,,,,,
3937,54,,,,,,,,,,,,,,,,
3938,60,,,,,,,,,,,,,,,,
3939,56,,,,,,,,,,,,,,,,
3940,50,,,,,,,,,,,,,,,,
3941,55,,,,,,,,,,,,,,,,
3942,56,,,,,,,,,,,,,,,,
3943,66,,,,,,,,,,,,,,,,
3944,41,,,,,,,,,,,,,,,,
3945,60,,,,,,,,,,,,,,,,
3946,65,,,,,,,,,,,,,,,,
3947,68,,,,,,,,,,,,,,,,
3948,52,,,,,,,,,,,,,,,,
3949,48,,,,,,,,,,,,,,,,
3950,65,,,,,,,,,,,,,,,,
3951,72,,,,,,,,,,,,,,,,
3952,69,,,,,,,,,,,,,,,,
3953,61,,,,,,,,,,,,,,,,
3954,67,,,,,,,,,,,,,,,,
3955,54,,,,,,,,,,,,,,,,
3956,62,,,,,,,,,,,,,,,,
3957,55,,,,,,,,,,,,,,,,
3958,53,,,,,,,,,,,,,,,,
3959,71,,,,,,,,,,,,,,,,
3960,66,,,,,,,,,,,,,,,,
3961,58,,,,,,,,,,,,,,,,
3962,66,,,,,,,,,,,,,,,,
3963,60,,,,,,,,,,,,,,,,
3964,62,,,,,,,,,,,,,,,,
3965,56,,,,,,,,,,,,,,,,
3966,63,,,,,,,,,,,,,,,,
3967,56,,,,,,,,,,,,,,,,
3968,55,,,,,,,,,,,,,,,,
3969,65,,,,,,,,,,,,,,,,
3970,64,,,,,,,,,,,,,,,,
3971,51,,,,,,,,,,,,,,,,
3972,53,,,,,,,,,,,,,,,,
3973,55,,,,,,,,,,,,,,,,
3974,72,,,,,,,,,,,,,,,,
3975,53,,,,,,,,,,,,,,,,
3976,56,,,,,,,,,,,,,,,,
3977,42,,,,,,,,,,,,,,,,
3978,67,,,,,,,,,,,,,,,,
3979,48,,,,,,,,,,,,,,,,
3980,45,,,,,,,,,,,,,,,,
3981,62,,,,,,,,,,,,,,,,
3982,47,,,,,,,,,,,,,,,,
3983,75,,,,,,,,,,,,,,,,
3984,62,,,,,,,,,,,,,,,,
3985,57,,,,,,,,,,,,,,,,
3986,65,,,,,,,,,,,,,,,,
3987,53,,,,,,,,,,,,,,,,
3988,64,,,,,,,,,,,,,,,,
3989,57,,,,,,,,,,,,,,,,
3990,58,,,,,,,,,,,,,,,,
3991,60,,,,,,,,,,,,,,,,
3992,64,,,,,,,,,,,,,,,,
3993,52,,,,,,,,,,,,,,,,
3994,64,,,,,,,,,,,,,,,,
3995,52,,,,,,,,,,,,,,,,
3996,60,,,,,,,,,,,,,,,,
3997,66,,,,,,,,,,,,,,,,
3998,56,,,,,,,,,,,,,,,,
3999,58,,,,,,,,,,,,,,,,
4000,62,,,,,,,,,,,,,,,,
4001,50,,,,,,,,,,,,,,,,
4002,56,,,,,,,,,,,,,,,,
4003,65,,,,,,,,,,,,,,,,
4004,53,,,,,,,,,,,,,,,,
4005,58,,,,,,,,,,,,,,,,
4006,66,,,,,,,,,,,,,,,,
4007,65,,,,,,,,,,,,,,,,
4008,46,,,,,,,,,,,,,,,,
4009,59,,,,,,,,,,,,,,,,
4010,65,,,,,,,,,,,,,,,,
4011,59,,,,,,,,,,,,,,,,
4012,67,,,,,,,,,,,,,,,,
4013,67,,,,,,,,,,,,,,,,
4014,68,,,,,,,,,,,,,,,,
4015,57,,,,,,,,,,,,,,,,
4016,55,,,,,,,,,,,,,,,,
4017,58,,,,,,,,,,,,,,,,
4018,61,,,,,,,,,,,,,,,,
4019,68,,,,,,,,,,,,,,,,
4020,66,,,,,,,,,,,,,,,,
4021,50,,,,,,,,,,,,,,,,
4022,54,,,,,,,,,,,,,,,,
4023,71,,,,,,,,,,,,,,,,
4024,74,,,,,,,,,,,,,,,,
4025,60,,,,,,,,,,,,,,,,
4026,55,,,,,,,,,,,,,,,,
4027,55,,,,,,,,,,,,,,,,
4028,41,,,,,,,,,,,,,,,,
4029,61,,,,,,,,,,,,,,,,
4030,57,,,,,,,,,,,,,,,,
4031,62,,,,,,,,,,,,,,,,
4032,54,,,,,,,,,,,,,,,,
4033,66,,,,,,,,,,,,,,,,
4034,53,,,,,,,,,,,,,,,,
4035,45,,,,,,,,,,,,,,,,
